season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,0,1,0,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,3
1,0,1,0,0,0,0,2,0.42,0.4242,1,0.2836,1,8,3
1,0,1,0,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,3
1,0,1,0,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
1,0,1,0,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,3
1,0,1,0,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,3
1,0,1,0,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,3
1,0,1,0,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,3
1,0,1,0,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,3
1,0,1,0,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,3
1,0,1,0,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,3
1,0,1,0,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,3
1,0,1,0,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,3
1,0,1,0,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,4
1,0,1,0,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,4
1,0,1,0,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,4
1,0,1,0,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,5
1,0,1,0,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,5
1,0,1,0,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,5
1,0,1,0,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,5
1,0,1,0,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,5
1,0,1,0,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,5
1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
1,0,1,0,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,5
1,0,1,0,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,5
1,0,1,0,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,5
1,0,1,0,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,5
1,0,1,0,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,5
1,0,1,0,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,5
1,0,1,0,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,5
1,0,1,0,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,5
1,0,1,0,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,5
1,0,1,0,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,5
1,0,1,0,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,5
1,0,1,0,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,5
1,0,1,0,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,5
1,0,1,0,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,5
1,0,1,0,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,5
1,0,1,0,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,5
1,0,1,0,0,1,1,1,0.2,0.2576,0.47,0,8,102,5
1,0,1,0,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,5
1,0,1,0,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,5
1,0,1,0,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,6
1,0,1,0,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,6
1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,6
1,0,1,0,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,6
1,0,1,0,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,6
1,0,1,0,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,6
1,0,1,0,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,6
1,0,1,0,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,6
1,0,1,0,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,6
1,0,1,0,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,6
1,0,1,0,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,6
1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,6
1,0,1,0,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,6
1,0,1,0,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,7
1,0,1,0,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,7
1,0,1,0,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,7
1,0,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,7
1,0,1,0,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,7
1,0,1,0,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,7
1,0,1,0,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,7
1,0,1,0,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,7
1,0,1,0,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,7
1,0,1,0,0,2,1,1,0.22,0.2727,0.64,0,0,48,7
1,0,1,0,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,7
1,0,1,0,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,7
1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0,0,6,7
1,0,1,0,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,7
1,0,1,0,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,7
1,0,1,0,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,7
1,0,1,0,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,7
1,0,1,0,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,7
1,0,1,0,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,7
1,0,1,0,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,7
1,0,1,0,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,8
1,0,1,0,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,8
1,0,1,0,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,8
1,0,1,0,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,8
1,0,1,0,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,8
1,0,1,0,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,8
1,0,1,0,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,8
1,0,1,0,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,8
1,0,1,0,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,8
1,0,1,0,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,8
1,0,1,0,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,8
1,0,1,0,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,8
1,0,1,0,0,3,1,1,0.2,0.197,0.51,0.194,3,40,9
1,0,1,0,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,9
1,0,1,0,0,3,1,1,0.2,0.2576,0.47,0,1,18,9
1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0,0,11,10
1,0,1,0,0,4,1,1,0.16,0.2273,0.64,0,0,4,10
1,0,1,0,0,4,1,1,0.16,0.2273,0.64,0,0,2,10
1,0,1,0,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,10
1,0,1,0,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,10
1,0,1,0,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,10
1,0,1,0,0,4,1,2,0.16,0.2273,0.59,0,0,95,10
1,0,1,0,0,4,1,1,0.16,0.2273,0.59,0,3,216,10
1,0,1,0,0,4,1,2,0.18,0.2424,0.51,0,6,116,10
1,0,1,0,0,4,1,1,0.2,0.2576,0.47,0,3,42,11
1,0,1,0,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,11
1,0,1,0,0,4,1,1,0.26,0.2879,0.35,0,6,78,11
1,0,1,0,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,11
1,0,1,0,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,11
1,0,1,0,0,4,1,1,0.28,0.2727,0.36,0,8,54,11
1,0,1,0,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,11
1,0,1,0,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,11
1,0,1,0,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,11
1,0,1,0,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,11
1,0,1,0,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,11
1,0,1,0,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,12
1,0,1,0,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,12
1,0,1,0,0,4,1,2,0.2,0.197,0.59,0.194,4,19,12
1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,12
1,0,1,0,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,12
1,0,1,0,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,12
1,0,1,0,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,12
1,0,1,0,0,5,1,3,0.22,0.2727,0.55,0,0,5,12
1,0,1,0,0,5,1,2,0.2,0.2576,0.69,0,8,26,12
1,0,1,0,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,13
1,0,1,0,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,13
1,0,1,0,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,13
1,0,1,0,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,13
1,0,1,0,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,13
1,0,1,0,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,13
1,0,1,0,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,13
1,0,1,0,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,13
1,0,1,0,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,13
1,0,1,0,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,13
1,0,1,0,0,5,1,2,0.2,0.2576,0.37,0,9,178,14
1,0,1,0,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,14
1,0,1,0,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,14
1,0,1,0,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,14
1,0,1,0,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,14
1,0,1,0,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,14
1,0,1,0,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,14
1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,14
1,0,1,0,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,15
1,0,1,0,0,6,0,2,0.18,0.2424,0.55,0,3,13,15
1,0,1,0,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,15
1,0,1,0,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,15
1,0,1,0,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,15
1,0,1,0,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,16
1,0,1,0,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,16
1,0,1,0,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,16
1,0,1,0,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,16
1,0,1,0,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,16
1,0,1,0,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,17
1,0,1,0,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,17
1,0,1,0,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,17
1,0,1,0,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,17
1,0,1,0,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,17
1,0,1,0,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,17
1,0,1,0,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,17
1,0,1,0,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,18
1,0,1,0,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,18
1,0,1,0,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,19
1,0,1,0,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,19
1,0,1,0,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,19
1,0,1,0,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,19
1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,19
1,0,1,0,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,19
1,0,1,0,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,19
1,0,1,0,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,20
1,0,1,0,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,20
1,0,1,0,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,20
1,0,1,0,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,20
1,0,1,0,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,20
1,0,1,0,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,20
1,0,1,0,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,20
1,0,1,0,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,20
1,0,1,0,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,21
1,0,1,0,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,21
1,0,1,0,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,21
1,0,1,0,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,22
1,0,1,0,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,22
1,0,1,0,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,22
1,0,1,0,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,22
1,0,1,0,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,22
1,0,1,0,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,22
1,0,1,0,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,22
1,0,1,0,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,23
1,0,1,0,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,23
1,0,1,0,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,23
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,23
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,23
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,23
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,23
1,0,1,0,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,23
1,0,1,0,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,24
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,24
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,24
1,0,1,0,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,24
1,0,1,0,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,24
1,0,1,0,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,25
1,0,1,0,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,25
1,0,1,0,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,25
1,0,1,0,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,25
1,0,1,0,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,25
1,0,1,0,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,25
1,0,1,0,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,25
1,0,1,0,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,26
1,0,1,0,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,26
1,0,1,0,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,26
1,0,1,0,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,26
1,0,1,0,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,27
1,0,1,0,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,27
1,0,1,0,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,28
1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,28
1,0,1,0,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,29
1,0,1,0,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,29
1,0,1,0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,30
1,0,1,0,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,30
1,0,1,0,0,2,1,2,0.16,0.2273,0.55,0,2,97,30
1,0,1,0,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,30
1,0,1,0,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,30
1,0,1,0,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,30
1,0,1,0,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,31
1,0,1,0,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,31
1,0,1,0,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,31
1,0,1,0,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,31
1,0,1,0,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,31
1,0,1,0,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,31
1,0,1,0,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,32
1,0,1,0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,32
1,0,1,0,0,2,1,3,0.16,0.2273,0.93,0,0,51,32
1,0,1,0,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32
1,0,1,0,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,32
1,0,1,0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,32
1,0,1,0,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,33
1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,33
1,0,1,0,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,33
1,0,1,0,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,33
1,0,1,0,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,33
1,0,1,0,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,34
1,0,1,0,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,34
1,0,1,0,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,34
1,0,1,0,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,34
1,0,1,0,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,35
1,0,1,0,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35
1,0,1,0,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,35
1,0,1,0,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,35
1,0,1,0,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,35
1,0,1,0,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,36
1,0,1,0,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,36
1,0,1,0,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,36
1,0,1,0,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,36
1,0,1,0,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,37
1,0,1,0,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,37
1,0,1,0,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,37
1,0,1,0,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,37
1,0,1,0,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,38
1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,38
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,38
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,38
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,39
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,39
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,40
1,0,1,0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,40
1,0,1,0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,40
1,0,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,41
1,0,1,0,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,41
1,0,1,0,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,41
1,0,1,0,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,41
1,0,1,0,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,41
1,0,1,0,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,42
1,0,1,0,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,43
1,0,1,0,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,43
1,0,1,0,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,43
1,0,1,0,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,43
1,0,1,0,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,45
1,0,1,0,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,46
1,0,1,0,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,46
1,0,1,0,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,46
1,0,1,0,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,46
1,0,1,0,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,47
1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,47
1,0,1,0,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,48
1,0,1,0,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,48
1,0,1,0,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,48
1,0,1,0,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,49
1,0,1,0,0,5,1,1,0.1,0.1818,0.54,0,0,17,49
1,0,1,0,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,50
1,0,1,0,0,5,1,1,0.12,0.1667,0.68,0,2,156,50
1,0,1,0,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,50
1,0,1,0,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,51
1,0,1,0,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,51
1,0,1,0,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,51
1,0,1,0,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,52
1,0,1,0,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,53
1,0,1,0,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,53
1,0,1,0,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,53
1,0,1,0,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,54
1,0,1,0,0,5,1,1,0.2,0.2576,0.47,0,5,134,54
1,0,1,0,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,55
1,0,1,0,0,5,1,1,0.18,0.2424,0.59,0,0,68,55
1,0,1,0,0,5,1,1,0.16,0.2273,0.69,0,4,48,55
1,0,1,0,0,5,1,2,0.16,0.2273,0.69,0,2,34,55
1,0,1,0,0,5,1,2,0.18,0.2424,0.55,0,1,26,55
1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,55
1,0,1,0,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,56
1,0,1,0,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,56
1,0,1,0,0,6,0,2,0.16,0.2273,0.59,0,1,7,56
1,0,1,0,0,6,0,2,0.16,0.2273,0.59,0,0,5,56
1,0,1,0,0,6,0,1,0.16,0.2273,0.59,0,0,1,57
1,0,1,0,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,57
1,0,1,0,0,6,0,1,0.14,0.2121,0.63,0,1,9,57
1,0,1,0,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,58
1,0,1,0,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,59
1,0,1,0,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
1,0,1,0,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,59
1,0,1,0,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,60
1,0,1,0,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,60
1,0,1,0,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,60
1,0,1,0,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,60
1,0,1,0,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,61
1,0,1,0,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,61
1,0,1,0,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,62
1,0,1,0,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,62
1,0,1,0,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,63
1,0,1,0,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,64
1,0,1,0,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,65
1,0,1,0,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,66
1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,66
1,0,1,0,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,66
1,0,1,0,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,67
1,0,1,0,0,0,0,1,0.22,0.2727,0.69,0,9,6,67
