,rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
65,0.260819,0.0,0.086441,0.308036,0.0,3.612804,5.200235,0.735651,8.0
66,0.081421,0.390854,0.010747,0.0,0.0,3.847632,0.053878,0.411089,5.0
67,0.149662,0.0,0.167423,0.0,0.100827,4.108809,2.180885,0.403655,6.0
68,0.382943,0.168354,0.085003,0.0,0.0,2.329364,5.398107,0.214534,7.0
69,0.004245,0.0,0.0,0.339871,0.406919,0.269341,1.727579,0.731521,7.0
70,0.253889,0.0,0.0,0.0,0.427646,2.067346,4.469856,0.159482,7.0
71,0.288613,0.377473,0.042157,0.0,0.0,0.321352,8.350166,0.699156,6.0
72,0.328825,0.228465,0.081504,0.433163,0.0,4.770358,7.173565,0.536842,6.0
73,0.134592,0.104918,0.0,0.264217,0.367818,5.278111,1.257584,0.961029,6.0
74,0.010169,0.0,0.364435,0.094917,0.0,0.334715,1.261947,0.765772,8.0
75,0.548179,0.0,0.0,0.479091,0.310878,12.960645,5.164316,0.512654,5.0
76,0.041103,0.213808,0.119237,0.0,0.042971,1.909828,0.940662,0.610355,7.0
77,0.404351,0.0,0.213134,0.08034,0.393134,1.611954,11.637274,0.611787,7.0
78,0.084535,0.156427,0.202019,0.055128,0.0,2.024997,1.720931,0.579362,5.0
79,0.428948,0.0,0.0,0.387901,0.0,5.94134,5.875725,0.807533,6.0
80,0.085061,0.07382,0.0,0.453707,0.358555,2.99491,0.899343,0.590436,7.0
81,0.084041,0.480621,0.0,0.0,0.261824,2.884278,1.423723,0.807516,6.0
82,0.051791,0.0,0.0,0.0,0.0,3.812983,0.349641,0.764788,5.0
83,0.139663,0.318089,0.252974,0.241985,0.02392,4.067655,1.870271,0.686147,8.0
84,0.122687,0.284921,0.397068,0.349405,0.0,0.133593,6.240584,0.891704,7.0
85,0.162057,0.499868,0.24389,0.0,0.0,2.135483,2.92145,0.230669,5.0
86,0.359737,0.414338,0.254947,0.211284,0.0,8.793123,1.909713,0.324446,6.0
87,0.099294,0.0,0.0,0.0,0.10389,0.542293,2.972299,0.517848,6.0
88,0.43614,0.298619,0.0,0.26336,0.0,5.297998,7.906304,0.837589,6.0
89,0.199264,0.353683,0.0,0.040552,0.0,3.864538,3.508112,0.602164,7.0
90,0.026524,0.0,0.0,0.078245,0.205493,0.2129,3.48263,0.890626,8.0
91,0.099504,0.0,0.0,0.230457,0.0,1.66474,3.46461,0.654699,7.0
92,0.083528,0.283291,0.442815,0.0,0.286574,2.325123,1.019473,0.415095,6.0
93,0.204134,0.0,0.281956,0.238383,0.0,4.198712,4.186231,0.783972,8.0
94,0.094653,0.0,0.478993,0.43524,0.0,2.423419,3.726223,0.662854,7.0
95,0.080221,0.0,0.049513,0.0,0.11942,1.127256,2.444249,0.577481,6.0
96,0.218196,0.327148,0.173704,0.175036,0.0,3.120578,4.907879,0.607404,7.0
97,0.129496,0.0,0.0,0.0,0.207586,3.742502,1.176898,0.53882,6.0
98,0.353304,0.0,0.0,0.015905,0.33243,0.953392,11.001185,0.443055,7.0
99,0.587282,0.0,0.135509,0.0,0.0,14.140276,3.035704,0.513986,6.0
100,0.241411,0.0,0.16037,0.0,0.0,6.261265,2.021831,0.844861,5.0
101,0.086376,0.089416,0.0,0.350052,0.0,1.364464,2.720264,0.438023,5.0
102,0.007519,0.393353,0.0,0.441496,0.010688,0.073937,0.570362,0.816473,5.0
103,0.016588,0.0,0.302839,0.464768,0.353391,0.644243,1.627798,0.367627,5.0
104,0.173573,0.0,0.091429,0.0,0.11454,1.074871,5.030667,0.479035,7.0
105,0.123789,0.383895,0.0,0.0,0.0,1.938878,3.78967,0.767823,8.0
106,0.206056,0.0,0.444945,0.0,0.355269,7.127189,1.511737,0.644565,6.0
107,0.015614,0.0,0.0,0.0,0.03281,0.622304,1.210568,0.507428,7.0
108,0.018819,0.144613,0.150148,0.021023,0.0,1.112077,1.527632,0.824007,5.0
109,0.014547,0.0,0.295772,0.106054,0.304405,0.594672,1.723169,0.805256,6.0
110,0.031589,0.0,0.0,0.0,0.039455,2.484307,0.229167,0.817276,8.0
111,0.116004,0.0,0.0,0.298174,0.00439,6.114639,0.006826,0.87683,8.0
112,0.667954,0.325503,0.0,0.0,0.0,3.743202,19.371513,0.387947,6.0
113,0.15211,0.034405,0.0,0.113471,0.0,5.789971,0.313934,0.759426,5.0
114,0.000781,0.0,0.054628,0.0,0.297336,0.773948,0.616632,0.666621,5.0
115,0.093871,0.134101,0.0,0.0,0.493172,0.610067,3.950419,0.770624,5.0
116,0.421189,0.0,0.314237,0.195142,0.0,9.402961,3.897855,0.655052,5.0
117,0.005591,0.049409,0.0,0.0,0.0,0.041295,0.893205,0.901819,6.0
118,0.292337,0.0,0.384276,0.0,0.423048,2.1992,8.700777,0.799297,8.0
119,0.328798,0.47728,0.406406,0.0,0.0,1.664872,9.704099,0.712485,6.0
120,0.277826,0.0,0.0,0.0,0.0,1.070487,7.57349,0.745367,6.0
121,0.140914,0.416576,0.144063,0.0,0.0,2.347278,2.231722,0.738442,5.0
122,0.039704,0.0,0.0,0.428569,0.273775,0.006322,2.443256,0.475589,5.0
123,0.074089,0.0,0.27846,0.0,0.0,3.113408,0.74644,0.268681,7.0
124,0.41668,0.228134,0.340251,0.384303,0.0,3.628235,7.572888,0.611192,5.0
125,0.018634,0.0,0.426052,0.106749,0.0,1.55062,0.884702,0.283126,5.0
126,0.099365,0.0,0.133018,0.0,0.108304,0.929352,2.346403,0.349968,7.0
127,0.096998,0.269957,0.266576,0.0,0.0,0.106389,3.241371,0.85162,6.0
128,0.23483,0.0,0.03701,0.0,0.401433,0.209068,7.391548,0.799121,8.0
129,0.506044,0.0,0.0,0.136885,0.10398,13.872195,3.27683,0.609352,6.0
130,0.002765,0.212599,0.0,0.0,0.192302,0.549877,0.129283,0.4072,7.0
131,0.033719,0.0,0.0,0.0,0.0,2.482361,0.739301,0.541165,6.0
132,0.278612,0.0,0.219832,0.499765,0.0,0.938362,7.193127,0.849288,5.0
133,0.010645,0.031172,0.181165,0.184299,0.0,0.014073,1.899138,0.246466,8.0
134,0.129005,0.0,0.0,0.285234,0.372303,5.407699,1.644667,0.587091,8.0
135,0.150849,0.0,0.335078,0.011878,0.0,1.644352,4.466219,0.757757,8.0
136,0.099327,0.0,0.0,0.064192,0.0,4.517149,0.4187,0.335246,7.0
137,0.007149,0.035378,0.0,0.32322,0.0,0.046808,0.591162,0.453427,6.0
138,0.124241,0.0,0.016383,0.0,0.0,1.523245,3.214563,0.492899,6.0
139,0.004828,0.0,0.0,0.327633,0.0,0.361709,0.816376,0.413666,6.0
140,0.022488,0.0,0.0,0.107581,0.0,2.141648,0.670836,0.291106,7.0
141,0.084365,0.0,0.0,0.0,0.0,4.442531,0.842628,0.464075,7.0
142,0.008696,0.437195,0.0,0.0,0.309061,0.698239,0.306719,0.582647,5.0
143,0.083751,0.0,0.282728,0.0,0.308846,2.975219,1.613837,0.694611,7.0
144,0.078585,0.065659,0.477149,0.0,0.0,2.259491,0.154011,0.569355,5.0
145,0.011141,0.0,0.18692,0.0,0.165979,2.088322,0.42563,0.884463,7.0
146,0.054684,0.071142,0.415881,0.038839,0.0,2.675952,0.548345,0.946761,6.0
147,0.19995,0.195356,0.0,0.0,0.0,5.724136,2.451376,0.606508,6.0
148,0.093187,0.10788,0.0,0.306314,0.0,0.670632,3.925449,0.776902,7.0
149,0.06866,0.213852,0.088047,0.209314,0.041278,0.670988,2.74784,0.325397,5.0
150,0.14893,0.0,0.0,0.0,0.0,4.890785,1.433905,0.867255,6.0
151,0.001139,0.0,0.0,0.223012,0.0,0.105423,0.072931,0.626721,6.0
152,0.117647,0.0,0.0,0.361722,0.05096,2.899194,2.03522,0.51773,5.0
153,0.14705,0.0334,0.277166,0.415982,0.367773,2.238954,3.000424,0.659086,6.0
154,0.296459,0.0,0.0,0.000391,0.0,7.420233,2.916594,0.749746,8.0
155,0.103129,0.0,0.0,0.0,0.146806,1.987905,2.708888,0.434482,8.0
156,0.209677,0.108285,0.0,0.0,0.112588,3.832273,1.614557,0.331048,6.0
157,0.0,0.301011,0.097035,0.0,0.0,0.26482,0.37356,0.692099,6.0
158,0.170718,0.0,0.401475,0.238702,0.492923,1.583908,4.232318,0.714181,5.0
159,0.186292,0.0,0.428398,0.0,0.120137,4.418097,3.252153,0.891329,5.0
160,0.001535,0.0,0.0,0.0,0.197879,0.615294,0.384799,0.515964,8.0
161,0.267764,0.404104,0.0,0.08898,0.0,5.04944,2.132473,0.21485,7.0
162,0.01348,0.0,0.0,0.038506,0.0,0.76156,1.245513,0.94893,7.0
163,0.042953,0.0,0.0,0.0,0.0,1.076282,2.619681,0.782505,6.0
164,0.12733,0.0,0.0,0.071254,0.352889,4.716931,0.256762,0.731592,5.0
165,0.0,0.0,0.0,0.146607,0.154749,0.16263,0.300805,0.828922,7.0
166,0.00596,0.0,0.493574,0.236152,0.0,0.618271,0.981413,0.158585,7.0
167,0.111534,0.003758,0.0,0.177745,0.0,2.094054,3.37137,0.827554,8.0
168,0.03316,0.0,0.0,0.290994,0.0,4.26853,0.384267,0.801828,8.0
169,0.713796,0.0,0.0,0.0,0.234234,7.960739,19.566371,0.800372,7.0
170,0.136286,0.0,0.0,0.0,0.027727,0.958296,4.811817,0.605888,5.0
171,0.109695,0.168788,0.0,0.0,0.0,1.106095,1.515144,0.272658,8.0
172,0.110602,0.110295,0.435527,0.10932,0.404449,2.336503,3.483939,0.494503,8.0
173,0.308003,0.315141,0.00017,0.0,0.100373,3.097713,5.645638,0.657887,7.0
174,0.50393,0.0,0.361908,0.151325,0.477924,1.973214,14.934863,0.302371,8.0
175,0.235636,0.040674,0.36516,0.374867,0.0,8.889838,0.467451,0.469415,7.0
176,0.046075,0.0,0.430625,0.0,0.303833,0.8536,1.264264,0.354713,8.0
177,0.030639,0.0,0.388198,0.357667,0.0,2.625987,1.195964,0.565784,6.0
178,0.068868,0.025611,0.085448,0.014965,0.0,4.683177,0.413694,0.920261,8.0
179,0.212829,0.220762,0.137062,0.0,0.0,2.367362,3.097213,0.137964,6.0
180,0.235906,0.3071,0.404662,0.0,0.248364,6.136386,1.150028,0.401262,6.0
181,0.257231,0.0,0.290643,0.0,0.0,6.441152,1.231612,0.554509,8.0
182,0.029064,0.0,0.0,0.030311,0.0,1.968387,1.468671,0.878039,8.0
183,0.15851,0.353789,0.0,0.307202,0.0,0.665478,6.588933,0.635848,8.0
184,0.306241,0.173747,0.0,0.396502,0.0,1.00508,10.260625,0.832357,6.0
185,0.016632,0.199383,0.443091,0.073418,0.228461,1.50539,0.095575,0.543871,5.0
186,0.144729,0.0,0.0,0.0,0.210786,4.082577,1.864781,0.85698,7.0
187,0.103481,0.0,0.0,0.0,0.0,3.617123,2.637648,0.830981,8.0
188,0.238565,0.0,0.22455,0.0,0.274472,0.816534,7.333006,0.771012,6.0
189,0.344223,0.0,0.0,0.219739,0.1831,3.264312,9.241103,0.76999,7.0
190,0.620541,0.308049,0.0,0.197275,0.0,11.069082,10.371983,0.742659,5.0
191,0.115786,0.296155,0.253333,0.241914,0.249947,0.830597,5.37606,0.621028,8.0
192,0.150192,0.0,0.373365,0.0,0.0,4.020573,2.248429,0.853254,7.0
193,0.011557,0.0,0.185224,0.056368,0.296471,1.368547,0.936908,0.564886,8.0
194,0.172565,0.282268,0.0,0.0,0.031259,0.933302,4.419505,0.876127,7.0
195,0.287552,0.0,0.255792,0.458058,0.0,0.775485,9.942245,0.867913,7.0
196,0.157478,0.0,0.453791,0.088659,0.392952,1.447847,4.725902,0.871446,5.0
197,0.066982,0.419032,0.0,0.161923,0.0,0.584496,4.03209,0.83971,8.0
198,0.020339,0.199539,0.0,0.317454,0.0,0.372534,2.210971,0.805906,7.0
199,0.006601,0.0,0.26983,0.170683,0.0,1.136098,0.280614,0.378979,7.0
200,0.138561,0.0,0.016175,0.073313,0.412318,1.232803,3.458341,0.251945,5.0
201,0.008913,0.005364,0.0,0.376751,0.198175,0.21694,1.662759,0.807494,8.0
202,0.261277,0.164627,0.0,0.0,0.313391,0.781884,4.237378,0.259553,8.0
203,0.067606,0.0,0.0,0.0,0.0,2.348018,1.508075,0.702432,7.0
204,0.19859,0.0,0.0,0.212188,0.0,3.827297,3.164759,0.21556,8.0
205,0.280803,0.0,0.0,0.332403,0.0,6.914911,2.018983,0.68984,6.0
206,0.031046,0.457494,0.0,0.354999,0.135945,2.731455,0.135105,0.611636,5.0
207,0.259848,0.0,0.0,0.0,0.277065,8.498689,1.36904,0.652899,5.0
208,0.02521,0.005657,0.070811,0.438196,0.0,0.314487,2.104992,0.310744,6.0
209,0.009328,0.0,0.0,0.254248,0.117471,1.232848,0.652247,0.244063,6.0
210,0.01815,0.0,0.0,0.0,0.0,0.126753,1.925247,0.839561,5.0
211,0.047333,0.0,0.0,0.0,0.0,3.06435,1.047274,0.85091,5.0
212,0.462615,0.449966,0.0,0.111797,0.0,1.295782,11.626436,0.530078,8.0
213,0.062634,0.0,0.0,0.0,0.0,4.098975,0.38836,0.686337,6.0
214,0.438668,0.0,0.283914,0.0,0.0,0.88249,5.651693,0.167672,8.0
215,0.021935,0.085388,0.41459,0.359948,0.083119,0.199179,1.376635,0.752111,5.0
216,0.01385,0.0,0.237107,0.239243,0.022903,2.456762,0.26073,0.169419,8.0
217,0.000775,0.168151,0.122712,0.218512,0.091365,0.374279,1.080181,0.419495,6.0
218,0.057881,0.000618,0.0,0.0,0.0,0.63166,3.540468,0.856408,6.0
219,0.092152,0.0,0.0,0.013263,0.0,2.842412,2.742458,0.678684,6.0
220,0.062188,0.0,0.0,0.169598,0.265327,2.505416,1.731646,0.812792,7.0
221,0.053046,0.307456,0.023869,0.206292,0.106788,1.184276,3.022753,0.401367,8.0
222,0.404013,0.0,0.43179,0.0,0.11864,4.529403,7.154911,0.23413,6.0
223,0.517215,0.0,0.278869,0.0,0.110367,0.398995,17.849755,0.410893,6.0
224,0.174043,0.0,0.324088,0.094808,0.216307,7.0653,0.316024,0.361184,6.0
225,0.12684,0.388064,0.258352,0.383893,0.0,3.425706,1.866086,0.797493,7.0
226,0.004046,0.0,0.0,0.421413,0.0,1.369605,1.086029,0.803776,8.0
227,0.045127,0.0,0.0,0.154615,0.052299,1.787864,2.551667,0.704707,8.0
228,0.321519,0.384742,0.0,0.481097,0.124065,4.694657,4.860674,0.861052,5.0
229,0.14032,0.0,0.161297,0.435506,0.0,1.61792,4.532651,0.882424,8.0
230,0.055783,0.43856,0.0,0.0,0.0,0.943239,3.231811,0.825246,8.0
231,0.408058,0.0,0.17457,0.42433,0.0,11.519468,1.148636,0.716827,7.0
232,0.193785,0.0,0.363919,0.490664,0.160453,4.101552,3.16733,0.838859,8.0
233,0.040333,0.302039,0.301167,0.0,0.35428,1.12429,0.776114,0.219742,8.0
234,0.54397,0.495092,0.0,0.479296,0.02572,13.243675,2.408167,0.350493,8.0
235,0.027828,0.0,0.383471,0.397175,0.0,2.381323,1.079349,0.666046,6.0
236,0.021376,0.0,0.0,0.266708,0.153962,0.300295,2.547138,0.390338,5.0
237,0.049739,0.082631,0.0,0.378343,0.0,0.653736,2.255294,0.794061,5.0
238,0.095932,0.0,0.0,0.365224,0.46243,4.127813,1.142555,0.849628,8.0
239,0.006831,0.305532,0.0,0.131238,0.1634,1.198877,0.453433,0.721555,6.0
240,0.000816,0.047271,0.309563,0.11731,0.0,0.773535,0.053208,0.930562,7.0
241,0.381486,0.257365,0.0,0.0,0.0,7.052329,3.796932,0.395689,7.0
242,0.465259,0.286384,0.227859,0.0,0.326736,5.5866,9.407515,0.510712,8.0
243,0.18204,0.022488,0.0,0.0,0.381323,0.147575,5.304486,0.831535,5.0
244,0.023988,0.0,0.279222,0.0,0.349624,0.007496,2.742646,0.707906,7.0
245,0.248073,0.032065,0.137976,0.055799,0.29377,2.996531,6.715701,0.795509,6.0
246,0.144855,0.074668,0.0,0.0,0.0,0.135278,3.197718,0.305894,5.0
247,0.153736,0.0,0.354391,0.213889,0.0,0.328031,5.411553,0.829158,7.0
248,0.002714,0.0,0.22378,0.2141,0.213068,0.141759,2.086395,0.370979,8.0
249,0.006768,0.0,0.0,0.0,0.42249,0.42666,2.092609,0.690585,7.0
250,0.090412,0.0,0.314784,0.396174,0.0,3.7984,0.258782,0.696369,5.0
251,0.025862,0.0,0.0,0.0,0.0,1.39192,1.352396,0.558472,5.0
252,0.015553,0.0,0.376118,0.0,0.0,2.332183,1.324516,0.832954,8.0
253,0.322973,0.29649,0.105605,0.007439,0.0,2.89254,5.725906,0.572008,5.0
254,0.430725,0.0,0.0,0.470365,0.0,15.617697,0.04308,0.465643,8.0
255,0.009413,0.429616,0.0,0.0,0.068896,0.6935,0.772652,0.633084,5.0
256,0.235657,0.249542,0.05341,0.0,0.300976,5.59591,3.35574,0.934083,7.0
257,0.328916,0.0,0.155041,0.310388,0.0,4.240469,5.937554,0.577096,5.0
258,0.0,0.0,0.400324,0.0,0.0,0.261338,1.759759,0.47724,7.0
259,0.22609,0.231219,0.349682,0.0,0.0,0.06683,4.274053,0.406123,6.0
260,0.004754,0.0,0.423256,0.0,0.162639,2.734507,0.026583,0.852043,7.0
261,0.335209,0.03257,0.0,0.098572,0.0,9.499724,1.807924,0.373555,7.0
262,0.262779,0.250312,0.147821,0.052774,0.0,0.002283,8.825055,0.610361,7.0
263,0.151002,0.378407,0.164224,0.0,0.0,1.849364,3.75066,0.946366,6.0
264,0.09374,0.307824,0.0,0.292012,0.0,3.823247,1.142704,0.252823,7.0
265,0.006619,0.0,0.10454,0.163244,0.103237,1.324062,0.741383,0.77542,7.0
266,0.431312,0.0,0.0,0.328963,0.182394,6.758654,6.393707,0.579098,6.0
267,0.171698,0.0,0.0,0.363436,0.414194,4.623568,0.376452,0.26662,8.0
268,0.010069,0.298144,0.0,0.241901,0.0,0.373962,1.57074,0.589668,7.0
269,0.225587,0.394669,0.090215,0.050151,0.117691,0.367843,7.784913,0.64658,6.0
270,0.118243,0.094213,0.0,0.235716,0.0,4.311173,1.455829,0.302685,5.0
271,0.307678,0.078668,0.0,0.424564,0.030725,6.891288,2.444708,0.479776,8.0
272,0.302335,0.0,0.0,0.323469,0.0,6.883237,3.125973,0.740843,7.0
273,0.010628,0.0,0.084506,0.0,0.0,2.879803,0.197117,0.634282,7.0
274,0.14,0.0,0.0,0.310159,0.0,7.776304,0.130778,0.844537,6.0
275,0.009554,0.221992,0.224702,0.0,0.0,0.289708,0.9296,0.793892,5.0
276,0.211982,0.225411,0.016405,0.0,0.0,0.832178,4.049413,0.563109,6.0
277,0.299921,0.029185,0.0,0.303602,0.0,3.512818,6.519509,0.754176,7.0
278,0.008536,0.437317,0.0,0.450324,0.468725,1.383321,0.722202,0.455474,7.0
279,0.167023,0.470088,0.058892,0.420517,0.118768,8.29223,0.27607,0.671068,7.0
280,0.227636,0.0,0.347596,0.0,0.0,4.666369,2.793168,0.578003,8.0
281,0.460017,0.377613,0.0,0.0,0.027339,4.6619,12.152306,0.832523,7.0
282,0.35236,0.0,0.483592,0.140877,0.0,12.208843,1.685318,0.462113,8.0
283,0.006272,0.0,0.0,0.0,0.367032,1.415907,0.178646,0.954925,7.0
284,0.075123,0.39654,0.013085,0.13955,0.0,0.666898,3.025496,0.791594,5.0
285,0.121944,0.1199,0.0,0.494025,0.0,4.542513,2.508135,0.749203,6.0
286,0.139572,0.071856,0.001875,0.333965,0.0,0.806917,5.503612,0.188016,8.0
287,0.253947,0.490663,0.318634,0.184344,0.353653,3.095715,4.668006,0.565139,7.0
288,0.548361,0.0,0.106822,0.0,0.0,0.595431,15.855631,0.401841,8.0
289,0.200519,0.009387,0.31341,0.0,0.0,0.659653,4.815353,0.575912,6.0
290,0.002412,0.03932,0.0,0.254575,0.027064,0.711774,0.425928,0.620647,7.0
291,0.027358,0.0,0.0,0.18097,0.060068,1.097194,2.220438,0.261072,7.0
292,0.116767,0.0,0.453672,0.0,0.0,2.505351,3.26193,0.76273,7.0
293,0.037905,0.252593,0.0,0.381524,0.263797,0.955849,1.634303,0.386866,5.0
294,0.343614,0.440515,0.0,0.0,0.140435,3.379415,8.216495,0.760706,6.0
295,0.088277,0.0,0.171057,0.0,0.0,4.447565,0.988199,0.71629,5.0
296,0.272638,0.48082,0.0,0.235652,0.056212,0.628129,5.925847,0.503831,8.0
297,0.088633,0.028414,0.0,0.11424,0.464207,1.534555,3.306149,0.882329,5.0
298,0.452695,0.498593,0.0,0.0,0.053865,14.838993,0.042119,0.624605,8.0
299,0.25167,0.267526,0.0,0.0,0.40697,6.467642,1.670237,0.711703,5.0
300,0.025046,0.0,0.055122,0.094375,0.106434,0.688515,1.990024,0.8619,8.0
301,0.088768,0.0,0.256629,0.0,0.498851,1.047964,2.819099,0.569345,5.0
302,0.130065,0.204663,0.0,0.0,0.0,0.546967,5.961391,0.766676,7.0
303,0.171656,0.486508,0.0,0.352014,0.0,1.376292,4.051243,0.559752,8.0
304,0.355846,0.045751,0.0,0.219486,0.0,1.46089,7.985963,0.819608,6.0
305,0.183847,0.029984,0.0,0.153082,0.186744,2.679733,4.714603,0.683395,7.0
306,0.07477,0.174512,0.0,0.221935,0.0,1.791561,2.055299,0.407684,5.0
307,0.120651,0.327795,0.03618,0.0,0.085662,1.039516,3.666062,0.696737,6.0
308,0.072826,0.078611,0.0,0.10903,0.201311,1.374592,4.200061,0.061144,8.0
309,0.30468,0.336361,0.461613,0.068237,0.0,0.702194,8.178878,0.626445,6.0
310,0.064224,0.169456,0.0,0.374102,0.0,1.146713,2.67654,0.937449,5.0
311,0.408179,0.0,0.452249,0.161141,0.193015,1.2336,8.374571,0.14723,7.0
312,0.053241,0.140189,0.468171,0.055715,0.4443,1.11089,2.188286,0.486904,5.0
313,0.311317,0.42025,0.261016,0.18618,0.018942,8.759415,1.230363,0.663703,5.0
314,0.402247,0.358986,0.0,0.20683,0.274019,13.247411,0.04362,0.95342,8.0
315,0.495441,0.0,0.0,0.241034,0.0,0.811054,17.591124,0.328868,8.0
