,rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
106,0.366746,-0.427826,-0.235157,-0.429356,-0.346032,0.244517,12.663628,0.612617,7.0
107,0.366756,-0.449369,0.289612,-0.239507,-0.41931,0.921675,6.98754,0.244696,6.0
108,0.366951,0.428351,-0.236835,-0.402894,0.19749,6.717114,3.34901,0.434097,5.0
109,0.367073,0.404171,-0.493557,0.009927,0.037372,0.343533,11.515878,0.393165,7.0
110,0.367078,-0.242627,0.09622,-0.455553,0.310013,9.560663,2.298486,0.689448,5.0
111,0.367106,-0.168188,0.060852,-0.493653,-0.039638,1.690612,8.17649,0.768817,6.0
112,0.367123,-0.055367,-0.045673,0.117709,-0.487416,1.450041,8.507916,0.419504,7.0
113,0.367906,-0.077739,0.282555,0.206996,-0.028232,3.251302,8.236541,0.624528,7.0
114,0.367956,0.460165,0.411241,0.416949,-0.224556,10.560977,0.454587,0.743264,7.0
115,0.368141,0.237863,0.024644,-0.19881,0.267886,9.363587,1.484571,0.604775,8.0
116,0.368412,-0.394724,-0.22471,0.199437,0.303378,4.431788,8.457805,0.883137,5.0
117,0.368865,0.461367,-0.155284,-0.418278,0.051827,10.437662,1.074801,0.789192,8.0
118,0.369013,0.419136,-0.096576,-0.493148,0.408153,0.218394,9.424446,0.471557,7.0
119,0.369079,0.490449,-0.028404,0.058551,-0.245691,6.141594,5.969673,0.798813,7.0
120,0.369177,0.317113,-0.100512,-0.008714,0.145075,7.845035,5.516258,0.589431,5.0
121,0.369314,0.439493,-0.010617,0.196608,-0.260161,8.624526,4.856936,0.935567,7.0
122,0.369364,0.184816,-0.136321,-0.143376,-0.004481,1.7695,8.075675,0.708253,6.0
123,0.36968,0.474758,0.314726,0.440561,0.397798,7.220796,4.258354,0.486152,7.0
124,0.370301,0.424055,-0.482306,-0.197754,0.262445,0.110586,10.445882,0.710131,6.0
125,0.370518,-0.483416,0.279507,0.156993,-0.343558,11.097715,1.38768,0.555463,6.0
126,0.370566,0.25274,-0.161814,-0.178403,0.090493,8.397285,2.996818,0.728566,7.0
127,0.370771,0.294902,-0.011411,-0.257323,-0.088593,2.467137,7.757995,0.439726,8.0
128,0.371004,-0.321787,-0.490441,0.453111,0.168085,5.589501,4.971633,0.295361,6.0
129,0.371034,-0.459569,-0.216719,-0.358599,0.077476,4.609227,7.039105,0.76617,5.0
130,0.371119,-0.130331,0.075926,-0.015872,0.263204,9.045161,3.58372,0.519671,5.0
131,0.371351,-0.378783,0.494208,-0.104995,0.212455,9.280937,2.367794,0.709076,7.0
132,0.371925,-0.121074,-0.399575,-0.113634,0.322495,8.83224,2.102213,0.302325,8.0
133,0.372298,0.346813,0.491918,0.200959,0.191575,8.704073,3.883716,0.532942,5.0
134,0.372435,-0.209549,0.30862,0.293698,0.243233,5.372887,6.103579,0.916789,6.0
135,0.37251,-0.493494,0.381448,-0.102576,0.467795,8.03212,4.633072,0.37276,8.0
136,0.373053,0.117079,0.444069,0.149831,0.361691,1.631936,8.814874,0.591196,5.0
137,0.373559,-0.089043,-0.383946,0.198812,0.431164,3.81157,7.932239,0.340645,6.0
138,0.373731,-0.013786,-0.287318,-0.041322,-0.265874,6.544678,5.983242,0.651665,8.0
139,0.374682,-0.481997,-0.375913,0.003759,0.474721,8.42763,4.746287,0.779519,5.0
140,0.375383,-0.081248,0.103875,-0.20365,-0.152954,8.013243,2.760318,0.736337,8.0
141,0.375674,-0.277077,0.201056,-0.077085,0.023382,3.6476,9.202111,0.729807,7.0
142,0.376344,-0.101957,-0.409774,0.071171,-0.495579,2.276697,8.1787,0.522996,5.0
143,0.376353,-0.143628,-0.285972,-0.005206,0.283326,9.590462,2.558743,0.850223,5.0
144,0.377691,-0.488494,-0.240877,0.192788,-0.266908,2.41092,8.788646,0.646487,5.0
145,0.37797,-0.045569,-0.04456,-0.222678,0.390314,0.912842,12.200351,0.628998,6.0
146,0.378406,0.025278,0.101447,-0.472494,-0.100012,4.823393,8.608242,0.50491,7.0
147,0.379159,-0.019263,0.112515,-0.440336,-0.030828,4.268545,7.489555,0.886309,7.0
148,0.379505,-0.016268,-0.010751,0.173642,0.060111,5.034823,6.777623,0.594685,6.0
149,0.380541,0.427894,-0.029478,-0.423628,-0.027754,1.156968,8.912686,0.535949,7.0
150,0.380602,-0.490673,0.154304,0.35304,0.255168,2.982949,7.87775,0.607111,6.0
151,0.380623,0.36613,0.363605,-0.200576,0.176573,9.935666,1.860283,0.814479,6.0
152,0.381486,0.257365,-0.225107,-0.091483,-0.287927,7.052329,3.796932,0.395689,7.0
153,0.38172,0.032538,0.244951,-0.200431,-0.028032,11.698254,0.611294,0.756974,7.0
154,0.382029,0.120485,-0.289433,0.21563,0.27047,2.747588,7.333526,0.457963,5.0
155,0.382943,0.168354,0.085003,-0.262095,-0.399446,2.329364,5.398107,0.214534,7.0
156,0.38311,0.243341,-0.066615,-0.06916,-0.361456,1.072685,8.456153,0.609904,6.0
157,0.38312,0.49361,0.21931,0.036416,0.315738,1.832862,11.083611,0.622718,7.0
158,0.383171,0.050482,-0.040976,0.071351,0.197954,10.062503,0.516491,0.55158,5.0
159,0.383265,0.062164,0.005707,-0.056852,-0.450429,3.384351,6.729701,0.57478,6.0
160,0.383893,0.213984,0.160628,-0.071391,0.28708,1.210701,9.657074,0.624937,8.0
161,0.384039,0.061818,0.23045,-0.165315,-0.044992,2.35327,7.488213,0.548696,6.0
162,0.384425,0.194028,-0.367782,0.314473,-0.288149,2.813604,10.563443,0.887977,8.0
163,0.384588,0.437551,-0.435809,0.414417,-0.258892,0.519221,9.300829,0.85112,5.0
164,0.384723,-0.011765,-0.446027,0.243121,-0.38864,5.700512,5.549511,0.314928,5.0
165,0.385386,-0.084959,-0.155708,0.229342,0.314571,12.329151,1.609587,0.875632,5.0
166,0.385896,0.345506,-0.288958,0.39979,-0.3675,4.697054,8.697951,0.711512,7.0
167,0.38593,-0.389303,-0.408027,-0.149514,-0.407537,10.537711,0.71307,0.70046,6.0
168,0.386333,0.357921,0.455109,-0.212882,-0.347706,5.843828,4.69923,0.885519,6.0
169,0.386459,-0.185726,-0.151874,0.219358,0.465814,7.003263,6.866083,0.776597,8.0
170,0.386535,0.153082,-0.026689,-0.119947,0.388265,0.267083,8.428169,0.477061,7.0
171,0.387309,-0.411192,-0.281197,-0.159308,-0.157384,9.657274,2.651412,0.863728,6.0
172,0.387344,-0.199645,0.06214,-0.156215,-0.323652,9.345908,4.080907,0.748334,6.0
173,0.387355,-0.489164,-0.098958,0.245992,-0.177048,5.342269,6.593581,0.267885,8.0
174,0.387652,-0.421934,0.100387,-0.462496,-0.243204,8.488531,3.345768,0.607349,5.0
175,0.387818,-0.255,-0.111959,0.047618,0.448363,3.415823,9.939492,0.699317,6.0
176,0.387861,0.189678,0.098853,0.439782,-0.217634,3.609687,8.998125,0.59264,8.0
177,0.387983,0.245078,0.194848,-0.406321,0.382214,0.08113,7.322796,0.316076,8.0
178,0.387988,-0.132798,0.020193,-0.154193,0.434374,5.386031,8.449004,0.502912,5.0
179,0.38806,0.077174,-0.296331,0.478407,-0.216638,10.623369,0.823986,0.759315,7.0
180,0.388456,0.331887,0.05986,0.18845,-0.039773,5.360176,7.058147,0.617691,6.0
181,0.388854,0.463168,-0.368114,0.237916,-0.026939,0.239588,7.839645,0.226497,8.0
182,0.388965,-0.150658,-0.124999,-0.434415,-0.171971,3.430041,9.225897,0.7756,5.0
183,0.389045,0.29376,-0.434391,-0.088865,0.033555,0.806746,10.678442,0.480955,7.0
184,0.389768,-0.490634,-0.295504,0.235257,-0.073494,10.368554,3.541254,0.513373,8.0
185,0.390244,0.499919,-0.208524,0.053697,0.335795,10.393879,3.41104,0.265028,7.0
186,0.390538,-0.280508,-0.353352,-0.300963,-0.403762,0.06521,8.338992,0.275468,7.0
187,0.390799,0.024171,0.177334,0.109395,0.040134,5.843295,6.151937,0.696479,8.0
188,0.391818,0.276622,-0.193968,0.149972,-0.245835,2.652049,8.847694,0.685636,6.0
189,0.391977,0.219489,-0.224158,0.270328,0.346637,9.505093,2.078393,0.737026,5.0
190,0.392153,0.247813,-0.07063,-0.176402,0.462603,2.069684,7.326096,0.344469,5.0
191,0.392248,-0.47384,0.155146,-0.040352,0.014426,9.91364,1.798888,0.823783,6.0
192,0.392253,0.371928,0.45493,-0.127356,-0.305938,0.781615,10.974692,0.501961,8.0
193,0.393249,0.340217,0.211189,0.25734,0.244304,6.92617,5.908802,0.462724,5.0
194,0.393331,0.46515,0.13102,0.258261,-0.129325,1.147431,11.553136,0.420364,5.0
195,0.393461,0.421132,0.042894,0.336452,0.010387,8.114699,4.010829,0.885614,8.0
196,0.393608,-0.353464,0.34811,-0.497502,-0.243758,2.007112,9.784874,0.92568,5.0
197,0.393735,0.427389,-0.150497,0.434708,0.061989,0.20974,8.834293,0.36563,5.0
198,0.393759,-0.287221,-0.413931,-0.359604,0.187534,0.645938,10.648312,0.569465,8.0
199,0.394027,-0.345715,0.158697,0.341677,0.469031,10.830407,1.384672,0.433025,6.0
200,0.394105,0.009476,0.068427,-0.463353,0.250035,3.104701,9.523234,0.450306,8.0
201,0.394235,-0.434592,0.190639,0.187681,-0.252938,8.73123,3.48503,0.614548,6.0
202,0.394435,-0.224414,0.37176,0.453634,0.263401,2.793605,10.254164,0.854067,5.0
203,0.394502,-0.06281,-0.207025,-0.480622,-0.38779,6.84618,3.023997,0.379744,5.0
204,0.395565,0.236174,-0.403657,0.284269,-0.331279,1.210373,11.233506,0.758119,7.0
205,0.396747,-0.171323,0.418844,-0.033564,0.432332,4.328966,8.4582,0.507735,7.0
206,0.398102,0.447874,-0.036482,0.011226,-0.253106,0.603128,11.599415,0.522767,7.0
207,0.398237,-0.17357,0.03346,0.261367,-0.344012,6.845767,6.864821,0.644717,5.0
208,0.398599,-0.31019,0.042905,0.319393,0.209948,5.32041,6.27293,0.608407,8.0
209,0.398934,0.215982,-0.266325,-0.166803,0.315821,1.711009,9.824412,0.742154,5.0
210,0.398963,-0.399228,-0.232707,-0.05456,-0.313529,7.14449,6.869001,0.452268,7.0
211,0.399644,0.31374,-0.314276,-0.293647,0.257486,0.463925,11.79005,0.622604,5.0
212,0.400138,0.123038,0.181684,0.066695,-0.357796,10.024455,2.192513,0.310772,6.0
213,0.400259,0.024273,-0.350033,-0.301842,-0.449618,12.377837,0.988407,0.895814,7.0
214,0.401404,0.131122,0.012804,0.230446,0.165778,6.032045,6.221503,0.571529,5.0
215,0.401604,0.412373,0.389183,-0.225094,0.001425,3.029607,8.399478,0.76411,7.0
216,0.402247,0.358986,-0.415714,0.20683,0.274019,13.247411,0.04362,0.95342,8.0
217,0.402259,-0.4607,0.077939,-0.312461,0.069949,13.104272,0.25237,0.479321,7.0
218,0.40282,0.039325,0.008921,-0.193135,-0.275907,2.100949,9.830243,0.496575,7.0
219,0.4029,0.226834,-0.436277,0.149418,0.155148,1.984266,7.33493,0.390639,6.0
220,0.4033,-0.366484,-0.142779,0.483573,0.39348,4.379986,7.887282,0.77412,7.0
221,0.40376,-0.119153,-0.20022,-0.478988,-0.261197,10.211046,4.678909,0.903335,7.0
222,0.404013,-0.021435,0.43179,-0.473116,0.11864,4.529403,7.154911,0.23413,6.0
223,0.404037,-0.472123,0.197299,-0.38164,0.225124,7.079913,5.957182,0.832868,8.0
224,0.404351,-0.484822,0.213134,0.08034,0.393134,1.611954,11.637274,0.611787,7.0
225,0.404792,-0.327946,-0.404976,-0.08829,0.307104,13.558789,1.540986,0.729636,5.0
226,0.405041,0.491438,0.331174,0.007068,-0.022336,0.550274,10.508003,0.90608,7.0
227,0.405111,0.357891,0.306525,-0.304886,0.106083,7.213859,6.073947,0.553873,6.0
228,0.405356,0.42935,-0.453186,-0.235132,-0.240725,5.480778,6.474714,0.60876,8.0
229,0.405461,-0.383972,-0.220214,-0.263364,0.191662,11.200862,0.752465,0.903969,8.0
230,0.406824,-0.095035,-0.12008,-0.086465,-0.196052,6.180494,6.616074,0.646506,5.0
231,0.407317,0.247633,0.145384,0.366533,0.114231,0.293298,8.624169,0.166072,5.0
232,0.407496,0.190679,-0.173704,-0.352924,0.138417,6.910619,6.113398,0.923241,8.0
233,0.407875,0.270327,0.261285,0.181247,-0.101945,7.343137,4.066454,0.331561,7.0
234,0.408058,-0.244818,0.17457,0.42433,-0.366087,11.519468,1.148636,0.716827,7.0
235,0.408179,-0.244507,0.452249,0.161141,0.193015,1.2336,8.374571,0.14723,7.0
236,0.408458,-0.187747,-0.388566,0.291927,0.420539,2.567729,9.087842,0.641094,5.0
237,0.408686,-0.415006,0.077085,0.351338,0.068717,3.432653,9.463743,0.868019,5.0
238,0.408815,0.160686,0.384149,0.486607,0.018981,4.24229,8.241282,0.753599,8.0
239,0.408929,0.125719,0.46254,0.33866,-0.496392,2.631151,9.520886,0.320293,8.0
240,0.409113,-0.363522,-0.176887,-0.466262,0.047607,6.738304,5.462552,0.531461,8.0
241,0.40938,0.005108,0.04591,-0.186372,-0.402188,9.105022,3.103078,0.619528,6.0
242,0.409936,-0.399834,0.035818,0.364751,0.038923,9.316137,4.626865,0.648929,8.0
243,0.410373,0.309024,-0.16283,0.319792,0.266867,0.256103,9.551859,0.451752,7.0
244,0.411216,-0.174708,-0.475016,0.378118,0.127078,10.79602,0.125185,0.599101,5.0
245,0.411439,0.308859,0.114298,-0.354563,-0.388831,4.711859,4.350265,0.27513,6.0
246,0.411912,0.12673,0.064803,0.057436,-0.479598,11.449862,1.966965,0.235015,8.0
247,0.412009,0.403426,-0.308912,-0.487576,0.231119,10.507082,3.453428,0.378496,8.0
248,0.412132,-0.265042,-0.478563,0.178418,-0.006052,12.864235,1.380289,0.166354,6.0
249,0.412853,0.408952,-0.068262,0.338072,0.261394,14.44072,0.32616,0.28731,5.0
250,0.413084,-0.399388,-0.18669,-0.310737,-0.462317,10.697409,3.436025,0.581776,7.0
251,0.413685,0.156182,-0.041313,-0.279456,0.383419,5.663779,5.924166,0.766462,6.0
252,0.413982,0.420946,-0.022551,0.439366,-0.091215,6.385384,5.601248,0.756272,5.0
253,0.414019,0.345204,-0.289384,-0.360942,0.260961,8.017484,2.723613,0.515483,7.0
254,0.415048,0.326688,-0.077611,-0.167914,0.390189,11.309231,2.778481,0.61725,6.0
255,0.415709,0.263515,0.268728,0.04236,-0.018949,2.73101,8.089607,0.471275,7.0
256,0.41575,-0.290918,0.288021,-0.020053,0.199854,11.244304,1.504225,0.333712,6.0
257,0.416,0.373758,-0.135663,0.103328,0.010316,11.580586,0.696825,0.670965,5.0
258,0.416667,0.330773,0.252136,0.020548,-0.467275,4.793457,8.059408,0.415816,5.0
259,0.41668,0.228134,0.340251,0.384303,-0.020956,3.628235,7.572888,0.611192,5.0
260,0.416706,0.370357,0.418027,0.467962,0.284112,10.10952,4.262594,0.706611,7.0
261,0.417007,0.379768,0.357955,0.139336,0.453303,0.955314,10.148887,0.575499,5.0
262,0.417177,0.13531,-0.252796,-0.18048,-0.40805,4.474782,8.214126,0.479954,5.0
263,0.41748,0.457432,-0.461775,0.002337,-0.484851,0.110343,12.119359,0.272544,7.0
264,0.41783,-0.249849,-0.037612,0.37694,0.001155,8.566992,4.842339,0.133412,8.0
265,0.418739,0.240292,-0.328569,0.029353,-0.450227,7.591484,3.388471,0.310385,8.0
266,0.418791,0.479097,0.495361,0.318937,-0.287277,3.818269,8.985509,0.921079,7.0
267,0.419107,-0.238439,0.101878,-0.053074,-0.420385,9.24199,2.952401,0.185,6.0
268,0.419294,0.086242,0.298438,-0.009788,0.356477,10.281805,2.039259,0.339619,5.0
269,0.419596,0.401736,-0.229304,0.216025,-0.387692,0.689567,10.041074,0.48449,8.0
270,0.420519,-0.467171,0.36049,-0.366768,-0.452408,2.236589,9.828042,0.41326,7.0
271,0.421189,-0.254106,0.314237,0.195142,-0.146848,9.402961,3.897855,0.655052,5.0
272,0.421301,-0.449111,0.099455,-0.418899,-0.303508,7.785174,8.126263,0.771419,6.0
273,0.423227,-0.442385,0.086313,0.438808,0.011127,0.704904,10.831377,0.716409,6.0
274,0.4236,0.342717,-0.493052,-0.075401,-0.261068,7.722502,3.108484,0.207932,7.0
275,0.424621,0.39408,-0.446041,0.387662,0.101762,6.087932,10.101945,0.726327,7.0
276,0.424745,0.25428,-0.184106,0.337625,-0.209375,12.655471,1.53655,0.358041,8.0
277,0.424804,-0.380447,0.375298,-0.266837,0.046834,12.749319,0.974621,0.479325,8.0
278,0.425185,0.333908,0.114146,0.048312,0.023341,1.591527,7.366979,0.229512,8.0
279,0.425224,-0.393942,0.242876,-0.156062,0.119173,7.684276,5.952623,0.703531,8.0
280,0.425294,0.193547,-0.25259,0.134363,0.180044,3.925648,7.881817,0.832222,5.0
281,0.425591,-0.274472,-0.418547,-0.326329,0.311865,2.439673,9.070195,0.481764,5.0
282,0.426466,-0.493182,0.446614,0.363133,-0.257181,9.136542,5.232222,0.463646,5.0
283,0.426586,0.335098,0.488304,0.007551,-0.260704,4.014668,9.013524,0.526046,7.0
284,0.427793,0.412656,0.250416,0.213813,0.471132,10.952873,4.125211,0.379675,5.0
285,0.428186,-0.458101,0.252472,0.330297,0.037863,15.263644,0.517143,0.630537,7.0
286,0.428546,0.329734,0.207034,-0.286753,0.460443,3.148915,8.66762,0.316671,5.0
287,0.428593,0.238555,0.411899,0.489426,0.388566,12.333843,3.202832,0.582876,6.0
288,0.428686,0.145034,0.190777,0.216073,-0.168785,4.937177,9.331619,0.342697,6.0
289,0.428948,-0.137883,-0.005296,-0.065753,-0.460705,9.333029,0.767194,0.087262,6.0
